timestamp,Ax_mean,Ay_mean,Az_mean,Gx_mean,Gy_mean,Gz_mean,Ax_var,Ay_var,Az_var,Gx_var,Gy_var,Gz_var,co_mean,co2_mean,alcohol_mean,toluen_mean,nh4_mean,acetone_mean,co_var,co2_var,alcohol_var,toluen_var,nh4_var,acetone_var,sample_count,mean_bpm
2025-04-17 10:33:46,1.083317348,0.04683140346,-0.05444771903,-0.2168756816,-0.1450381679,-0.2902126499,0.002138498677,0.0005608994465,0.0001481370299,0.0166228431,0.007657955936,0.004705152956,4.01125,402.881875,1.34,0.555625,4.370625,0.47125,0.022545,0.006242916667,0.0018,0.0004529166667,0.01095291667,0.0002783333333,56,73.89818846422611
2025-04-17 10:33:49,1.082698568,0.04860839844,-0.06179199219,-0.4100508906,-0.2091603053,-0.2699745547,0.0002013381592,0.0007883708356,0.0003679540198,0.06384221943,0.501355952,0.002498702056,3.89875,402.8222917,1.31,0.5402083333,4.293541667,0.4597916667,0.01641542553,0.004656338652,0.001170212766,0.0002999556738,0.007755274823,0.0001722960993,60,73.93263262408648
2025-04-17 10:33:52,1.082181803,0.03292236328,-0.05425211589,-0.1493638677,-0.1201017812,-0.2755725191,0.0001669295595,0.0002679396989,0.0002107581681,0.05730250927,0.5687647428,0.002292743005,3.932727273,402.8381818,1.321818182,0.5436363636,4.320909091,0.4636363636,0.003681818182,0.001136363636,0.0003363636364,4.55e-05,0.001809090909,4.55e-05,60,73.95170537171481
2025-04-17 10:33:55,1.082539876,0.03752848307,-0.05425211589,-0.1240458015,-0.1478371501,-0.2735368957,0.0001236084996,0.0008675791281,0.0001139177946,0.001917285844,0.05982024015,0.00130403421,3.971162791,402.8595349,1.333953488,0.5479069767,4.347209302,0.4679069767,0.001758139535,0.0005426356589,0.0001720930233,2.17e-05,0.0008348837209,2.17e-05,60,73.9555403035266
2025-04-17 10:33:58,1.082873535,0.04720458984,-0.0505086263,-0.001272264631,-0.1446564885,-0.2734096692,0.0001588623908,0.0006318553525,0.0002829666697,0.02802208529,0.1854271955,0.001271095906,3.984,402.8666667,1.338,0.5493333333,4.356,0.4693333333,0.0005125423729,0.0001581920904,5.69e-05,6.33e-06,0.0002277966102,6.33e-06,60,73.94427101593736
2025-04-17 10:34:01,1.081665039,0.03605957031,-0.0575398763,-0.2365139949,-0.1955470738,-0.2749363868,0.0002008444172,0.0003285636336,0.0002969351697,0.004295296423,0.1819736941,0.002576776208,3.9825,402.8658333,1.3375,0.5491666667,4.355,0.4691666667,0.0006292372881,0.0001942090395,6.99e-05,7.77e-06,0.0002796610169,7.77e-06,60,73.9180311053626
2025-04-17 10:34:04,1.081892904,0.04025065104,-0.05802001953,-0.2094147583,-0.1133587786,-0.2704834606,0.0002136783411,0.0005793399056,0.0002108586542,0.003173073093,0.07623281603,0.002509368734,3.9945,402.8725,1.341,0.551,4.363,0.4705,0.0003912711864,0.0001207627119,1.93e-05,1.93e-05,0.0001738983051,4.83e-06,60,73.87695416821781
2025-04-17 10:34:07,1.036275228,0.03359781901,-0.05845133464,-0.3255725191,-0.1402035623,-0.2605597964,0.1612730355,0.001058887812,0.01089460424,0.006599167012,0.7373557241,0.1128207863,4.02,402.8856667,1.347666667,0.5556666667,4.38,0.4733333333,0.003477966102,0.0009131073446,0.000248700565,0.0001131073446,0.001545762712,4.29e-05,60,73.82117380091849
2025-04-17 10:34:10,1.038582357,0.01130777995,-0.06070556641,-0.227735369,0.0003816793893,-0.2821882952,0.1613911551,0.0006719958816,0.01086361898,0.008027991468,0.8737656531,0.1110657229,4.134666667,402.9428333,1.378166667,0.5731666667,4.457,0.4858333333,0.01088293785,0.002695225989,0.000744039548,0.0002321751412,0.004933220339,0.0001264124294,60,73.75082359988016
2025-04-17 10:34:13,1.08186849,0.03722330729,-0.06129964193,-0.1657760814,-0.158778626,-0.2812977099,0.0001478006611,0.0008458736926,9.39e-05,0.00143228125,0.05797299553,0.0007561982777,4.261666667,403.0058333,1.411666667,0.5891666667,4.540833333,0.4991666667,0.007556497175,0.001889124294,0.0004717514124,7.56e-05,0.003211158192,7.56e-05,60,73.66603716151835
2025-04-17 10:34:16,1.083618164,0.02288411458,-0.05813802083,-0.1647582697,-0.1618320611,-0.277480916,0.0001480407634,0.0001184533545,9.66e-05,0.001489960319,0.05807768699,0.0003236052579,4.325,403.0375,1.427833333,0.5955,4.581666667,0.5055,0.005228813559,0.00130720339,0.0003562429379,5.23e-05,0.002146327684,5.23e-05,60,73.56694808224852
2025-04-17 10:34:19,1.081453451,0.0353108724,-0.06002604167,-0.2576335878,-0.1430025445,-0.2377862595,0.000332005886,0.002057313852,0.0002847535462,0.01537112629,0.1900759737,0.008612008506,4.268333333,403.0091667,1.413,0.5898333333,4.5455,0.4998333333,0.006946327684,0.001736581921,0.0004383050847,6.95e-05,0.002943813559,6.95e-05,60,73.4536899584862
2025-04-17 10:34:22,1.081534831,0.02428385417,-0.05596923828,-0.4807888041,-0.1474554707,-0.2515267176,0.0004774290963,0.002067045573,0.0007167945979,0.06279214432,0.1359833277,0.006884796923,4.186666667,402.9683333,1.393333333,0.5816666667,4.491666667,0.4916666667,0.001412429379,0.0003531073446,5.65e-05,1.41e-05,0.0006920903955,1.41e-05,60,73.32639638664688
2025-04-17 10:34:25,1.082226563,0.04354248047,-0.06244710286,-0.9045801527,-0.1590330789,-0.3449109415,0.0006766214209,0.002344816064,0.001106442216,0.1141087547,0.2322711759,0.02295605559,4.17,402.96,1.39,0.58,4.48,0.49,0.0,3.2900000000000004e-27,5.01e-32,1.25e-32,8.020000000000001e-31,0.0,60,73.18520096314607
